place_id,name,google_category,concept,address,area,town,pincode,latitude,longitude,rating,reviews_count,price_range,website,has_phone,is_claimed,is_closed,online_order_partners,reservation_partners,menu_link,open_hours,popular_times,attributes,maps_url,stars_1,stars_2,stars_3,stars_4,stars_5
ChIJr3wQZehYqDsRM1OcOxzf0Kw,Big Belly Deli,Sandwich shop,Fast food & Quick bites,"21, Alagesan Road No. 2, Jawahar Nagar, SRP Nagar, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.024686,76.9442,4.5,1035,₹1–200,,1,1,0,,,https://drive.google.com/file/d/1iIhoY6BpTGrcscpVLEJkOM7kgaj3hisK/view?usp=drivesdk,"{""Friday"":[""9 am–12 am""],""Monday"":[""9 am–12 am""],""Saturday"":[""9 am–12 am""],""Sunday"":[""9 am–12 am""],""Thursday"":[""9 am–12 am""],""Tuesday"":[""9 am–12 am""],""Wednesday"":[""9 am–12 am""]}","{""Friday"":{""10"":9,""11"":11,""12"":12,""13"":14,""14"":15,""15"":15,""16"":20,""17"":32,""18"":47,""19"":61,""20"":68,""21"":66,""22"":56,""23"":41,""6"":0,""7"":0,""8"":0,""9"":11},""Monday"":{""10"":11,""11"":15,""12"":15,""13"":15,""14"":14,""15"":18,""16"":24,""17"":37,""18"":47,""19"":61,""20"":66,""21"":64,""22"":51,""23"":32,""6"":0,""7"":0,""8"":0,""9"":8},""Saturday"":{""10"":11,""11"":16,""12"":20,""13"":20,""14"":20,""15"":23,""16"":31,""17"":49,""18"":67,""19"":83,""20"":85,""21"":79,""22"":69,""23"":55,""6"":0,""7"":0,""8"":0,""9"":7},""Sunday"":{""10"":15,""11"":23,""12"":24,""13"":26,""14"":25,""15"":26,""16"":34,""17"":49,""18"":68,""19"":90,""20"":100,""21"":94,""22"":71,""23"":47,""6"":0,""7"":0,""8"":0,""9"":8},""Thursday"":{""10"":10,""11"":10,""12"":11,""13"":11,""14"":15,""15"":19,""16"":25,""17"":35,""18"":45,""19"":55,""20"":55,""21"":54,""22"":49,""23"":39,""6"":0,""7"":0,""8"":0,""9"":8},""Tuesday"":{""10"":9,""11"":10,""12"":10,""13"":11,""14"":12,""15"":16,""16"":18,""17"":27,""18"":42,""19"":54,""20"":57,""21"":52,""22"":44,""23"":33,""6"":0,""7"":0,""8"":0,""9"":9},""Wednesday"":{""10"":10,""11"":10,""12"":9,""13"":9,""14"":12,""15"":13,""16"":15,""17"":22,""18"":34,""19"":45,""20"":50,""21"":49,""22"":41,""23"":29,""6"":0,""7"":0,""8"":0,""9"":10}}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""No-contact delivery"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Drive-through"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great coffee"",""enabled"":true},{""name"":""Great dessert"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":true},{""name"":""Cocktails"",""enabled"":true},{""name"":""Coffee"",""enabled"":true},{""name"":""Healthy options"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Vegan options"",""enabled"":true},{""name"":""Vegetarian options"",""enabled"":true},{""name"":""Vegetarian options only"",""enabled"":true},{""name"":""Dishes"",""enabled"":false,""values"":[""Burger"",""Fast food""]}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Brunch"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Counter service"",""enabled"":true},{""name"":""Dessert"",""enabled"":true},{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Restroom"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cozy"",""enabled"":true},{""name"":""Quiet"",""enabled"":true},{""name"":""Trendy"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Family friendly"",""enabled"":true},{""name"":""Groups"",""enabled"":true},{""name"":""University students"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true,""values"":[""Mastercard""]},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true},{""name"":""Kids' menu"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free parking lot"",""enabled"":true},{""name"":""Free street parking"",""enabled"":true},{""name"":""Parking"",""enabled"":false}]}]",https://www.google.com/maps/place/Big+Belly+Deli/data=!4m7!3m6!1s0x3ba858e865107caf:0xacd0df1c3b9c5333!8m2!3d11.0246859!4d76.9442003!16s%2Fg%2F11f5hrlct0!19sChIJr3wQZehYqDsRM1OcOxzf0Kw?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,19,10,68,261,677
ChIJsX8YFARZqDsRUeX6G4ohXqc,RedDoor Cafe’s The Game Hub,Cafe,Cafe & Beverages,"7th cross, Bharathi Park Rd, Saibaba Colony, Coimbatore, Tamil Nadu 641043",Saibaba Colony,Coimbatore,641043,11.020318,76.939686,4.3,911,,,1,1,0,district.in;google.com;zomato.com,district.in;google.com;zomato.com,,"{""Friday"":[""11 am–11 pm""],""Monday"":[""11 am–11 pm""],""Saturday"":[""11 am–11 pm""],""Sunday"":[""11 am–11 pm""],""Thursday"":[""11 am–11 pm""],""Tuesday"":[""11 am–11 pm""],""Wednesday"":[""11 am–11 pm""]}",,"[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Assistive hearing loop"",""enabled"":false},{""name"":""Wheelchair-accessible car park"",""enabled"":false},{""name"":""Wheelchair-accessible entrance"",""enabled"":false},{""name"":""Wheelchair-accessible toilet"",""enabled"":false}]}]",https://www.google.com/maps/place/RedDoor+Cafe%E2%80%99s+The+Game+Hub/data=!4m7!3m6!1s0x3ba8590414187fb1:0xa75e218a1bfae551!8m2!3d11.0203178!4d76.9396863!16s%2Fg%2F11g196l7xj!19sChIJsX8YFARZqDsRUeX6G4ohXqc?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,36,14,66,293,502
ChIJb45VG-ZYqDsR8H2tbMJwWmA,Lovely Mushrooom Stall,Fast food restaurant,Fast food & Quick bites,"4/2, Raja Annamalai Rd, Nesavaalar Colony, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.023834,76.946304,4.1,1156,,,0,1,0,,,,"{""Friday"":[""4:30–10 pm""],""Monday"":[""4:30–10 pm""],""Saturday"":[""4:30–10 pm""],""Sunday"":[""4:30–10 pm""],""Thursday"":[""4:30–10 pm""],""Tuesday"":[""4:30–10 pm""],""Wednesday"":[""4:30–10 pm""]}",,"[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":false}]}]",https://www.google.com/maps/place/Lovely+Mushrooom+Stall/data=!4m7!3m6!1s0x3ba858e61b558e6f:0x605a70c26cad7df0!8m2!3d11.0238341!4d76.946304!16s%2Fg%2F11c2pw51cj!19sChIJb45VG-ZYqDsR8H2tbMJwWmA?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,59,41,131,373,552
ChIJZcIZxMJYqDsRzH0kYAA4f2M,THE LONDON SHAKES,Restaurant,Multi-cuisine / General,"Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.024751,76.939494,4.2,549,₹200–400,,1,1,0,,,,,,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Vegetarian options"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Seating"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Trending"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]}]",https://www.google.com/maps/place/THE+LONDON+SHAKES/data=!4m7!3m6!1s0x3ba858c2c419c265:0x637f380060247dcc!8m2!3d11.0247512!4d76.9394945!16s%2Fg%2F11hcvw9_jl!19sChIJZcIZxMJYqDsRzH0kYAA4f2M?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,22,13,62,170,282
ChIJzaqqauZYqDsR3hK7lMYQX3c,Linda Restaurant,Fast food restaurant,Fast food & Quick bites,"2WGW+FFM Linda Restaurant, 3 Cross St, Nesavaalar Colony, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.026209,76.946163,4.2,430,,,1,0,0,google.com;swiggy.com;zomato.com,google.com;swiggy.com;zomato.com,,"{""Friday"":[""11 am–11 pm""],""Monday"":[""11 am–11 pm""],""Saturday"":[""11 am–11 pm""],""Sunday"":[""11 am–11 pm""],""Thursday"":[""11 am–11 pm""],""Tuesday"":[""11 am–11 pm""],""Wednesday"":[""11 am–11 pm""]}",,"[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":false},{""name"":""Wheelchair-accessible entrance"",""enabled"":false}]}]",https://www.google.com/maps/place/Linda+Restaurant/data=!4m7!3m6!1s0x3ba858e66aaaaacd:0x775f10c694bb12de!8m2!3d11.0262088!4d76.9461635!16s%2Fg%2F11b7kjyjns!19sChIJzaqqauZYqDsR3hK7lMYQX3c?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,24,12,56,114,224
ChIJjSC6eQBZqDsRo8I_vggmTHg,Paniyaram Spot,Fast food restaurant,Fast food & Quick bites,"Raja Annamalai Rd, Jawahar Nagar, Ramalingam Colony, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.0235,76.946252,4.5,4,,,0,1,0,,,,"{""Friday"":[""6–10:30 pm""],""Monday"":[""6–10:30 pm""],""Saturday"":[""6–10:30 pm""],""Sunday"":[""6–10:30 pm""],""Thursday"":[""6–10:30 pm""],""Tuesday"":[""6–10:30 pm""],""Wednesday"":[""6–10:30 pm""]}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Kerbside pickup"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Quick bite"",""enabled"":true},{""name"":""Dishes"",""enabled"":false,""values"":[""Fast food""]}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free street parking"",""enabled"":true}]}]",https://www.google.com/maps/place/Paniyaram+Spot/data=!4m7!3m6!1s0x3ba8590079ba208d:0x784c2608be3fc2a3!8m2!3d11.0235!4d76.946252!16s%2Fg%2F11mktg70cq!19sChIJjSC6eQBZqDsRo8I_vggmTHg?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,0,0,1,0,3
ChIJc8mtIgVZqDsR87fpqpyAwXk,Royal biriyani and fast food,Biryani restaurant,Biryani & Non-veg,"near Corporation Bank Velandipalayam Branch, Saibaba Colony, Kuppakonam Pudur, Coimbatore, Tamil Nadu 641011",Kuppakonam Pudur,Coimbatore,641011,11.025456,76.938447,3.4,392,₹200–400,,1,1,0,,,,"{""Friday"":[""10 am–10:30 pm""],""Monday"":[""10 am–10:30 pm""],""Saturday"":[""10 am–10:30 pm""],""Sunday"":[""10 am–10:30 pm""],""Thursday"":[""10 am–10:30 pm""],""Tuesday"":[""10 am–10:30 pm""],""Wednesday"":[""10 am–10:30 pm""]}","{""Friday"":{""10"":27,""11"":39,""12"":52,""13"":62,""14"":64,""15"":55,""16"":47,""17"":49,""18"":61,""19"":84,""20"":98,""21"":92,""22"":60,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":29,""11"":41,""12"":51,""13"":60,""14"":61,""15"":55,""16"":48,""17"":48,""18"":57,""19"":75,""20"":86,""21"":76,""22"":47,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""10"":34,""11"":46,""12"":58,""13"":69,""14"":68,""15"":60,""16"":46,""17"":48,""18"":60,""19"":85,""20"":100,""21"":92,""22"":57,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""10"":27,""11"":42,""12"":58,""13"":69,""14"":69,""15"":58,""16"":46,""17"":45,""18"":55,""19"":75,""20"":91,""21"":81,""22"":49,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""10"":25,""11"":36,""12"":46,""13"":56,""14"":59,""15"":52,""16"":45,""17"":42,""18"":51,""19"":69,""20"":84,""21"":77,""22"":48,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""10"":29,""11"":40,""12"":47,""13"":52,""14"":52,""15"":47,""16"":41,""17"":42,""18"":54,""19"":74,""20"":90,""21"":81,""22"":49,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""10"":29,""11"":38,""12"":48,""13"":59,""14"":61,""15"":53,""16"":42,""17"":41,""18"":57,""19"":82,""20"":99,""21"":91,""22"":58,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0}}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible entrance"",""enabled"":false},{""name"":""Wheelchair-accessible seating"",""enabled"":false}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""All you can eat"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Cuisine"",""enabled"":false,""values"":[""Chinese"",""North Indian""]},{""name"":""Dishes"",""enabled"":false,""values"":[""Biryani""]}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true,""values"":[""Mastercard""]},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free street parking"",""enabled"":true},{""name"":""Parking"",""enabled"":false}]}]",https://www.google.com/maps/place/Royal+biriyani+and+fast+food/data=!4m7!3m6!1s0x3ba8590522adc973:0x79c1809caae9b7f3!8m2!3d11.0254556!4d76.9384474!16s%2Fg%2F11h_dqspgz!19sChIJc8mtIgVZqDsR87fpqpyAwXk?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,74,30,63,106,119
ChIJPVBNaIVZqDsRX3hRfCM_nHI,"Theobroma Bakery and Cake Shop - Saibaba Colony, Coimbatore",Cake shop,Bakery & Desserts,"A/4&5, Theobroma Bakery and Cake Shop - Saibaba Colony, Coimbatore, Aruna Complex, 280, NSR Rd, opposite State Bank of India, next to Ibaco, Saibaba Colony, Coimbatore, Tamil Nadu 641025",Saibaba Colony,Coimbatore,641025,11.025368,76.936966,4.1,127,,https://order.theobroma.in/store-locator/Coimbatore/theobroma-saibaba-colony-coimbatore,1,1,0,,,,"{""Friday"":[""8 am–12 am""],""Monday"":[""8 am–12 am""],""Saturday"":[""8 am–12 am""],""Sunday"":[""8 am–12 am""],""Thursday"":[""8 am–12 am""],""Tuesday"":[""8 am–12 am""],""Wednesday"":[""8 am–12 am""]}",,,"https://www.google.com/maps/place/Theobroma+Bakery+and+Cake+Shop+-+Saibaba+Colony,+Coimbatore/data=!4m7!3m6!1s0x3ba85985684d503d:0x729c3f237c51785f!8m2!3d11.0253683!4d76.9369664!16s%2Fg%2F11mc9mc8vn!19sChIJPVBNaIVZqDsRX3hRfCM_nHI?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1",21,6,2,12,86
ChIJT5L5sLBZqDsRPb5oLGoZ2dg,"CK's Bakery, Sai Baba Colony",Bakery and Cake Shop,Bakery & Desserts,"319, NSR Rd, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.025771,76.94046,4.8,1748,,https://cksbakery.com/,1,1,0,google.com;swiggy.com,google.com;swiggy.com,,"{""Friday"":[""8:30 am–10:30 pm""],""Monday"":[""8:30 am–10:30 pm""],""Saturday"":[""8:30 am–10:30 pm""],""Sunday"":[""8:30 am–10:30 pm""],""Thursday"":[""8:30 am–10:30 pm""],""Tuesday"":[""8:30 am–10:30 pm""],""Wednesday"":[""8:30 am–10:30 pm""]}",,,"https://www.google.com/maps/place/CK%27s+Bakery,+Sai+Baba+Colony/data=!4m7!3m6!1s0x3ba859b0b0f9924f:0xd8d9196a2c68be3d!8m2!3d11.0257709!4d76.9404604!16s%2Fg%2F11fj3_3p2t!19sChIJT5L5sLBZqDsRPb5oLGoZ2dg?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1",25,7,19,151,1546
ChIJ75P7_WRZqDsRQLXLQxv1BuE,The Good Baker,Bakery and Cake Shop,Bakery & Desserts,"471A, NSR Rd, Saibaba Mission, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.026821,76.945959,4.7,225,₹200–400,,1,1,0,swiggy.com,swiggy.com,,"{""Friday"":[""9 am–11 pm""],""Monday"":[""9 am–11 pm""],""Saturday"":[""9 am–11 pm""],""Sunday"":[""9 am–11 pm""],""Thursday"":[""9 am–11 pm""],""Tuesday"":[""9 am–11 pm""],""Wednesday"":[""9 am–11 pm""]}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Coffee"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Breakfast"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""LGBTQ+ friendly"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Quick visit"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""Google Pay"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free parking lot"",""enabled"":true}]}]",https://www.google.com/maps/place/The+Good+Baker/data=!4m7!3m6!1s0x3ba85964fdfb93ef:0xe106f51b43cbb540!8m2!3d11.0268213!4d76.9459588!16s%2Fg%2F11z3mslj78!19sChIJ75P7_WRZqDsRQLXLQxv1BuE?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,8,3,3,26,185
ChIJwyYo4uhYqDsRkrobed-WHBo,N.S.R Bakery,Bakery and Cake Shop,Bakery & Desserts,"436, NSR Rd, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.026743,76.945196,4.2,785,,,1,0,0,,,,"{""Friday"":[""4:30 am–11:30 pm""],""Monday"":[""4:30 am–11:30 pm""],""Saturday"":[""4:30 am–11:30 pm""],""Sunday"":[""4:30 am–11:30 pm""],""Thursday"":[""4:30 am–11:30 pm""],""Tuesday"":[""4:30 am–11:30 pm""],""Wednesday"":[""4:30 am–11:30 pm""]}",,"[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":false},{""name"":""Wheelchair-accessible entrance"",""enabled"":false}]}]",https://www.google.com/maps/place/N.S.R+Bakery/data=!4m7!3m6!1s0x3ba858e8e22826c3:0x1a1c96df791bba92!8m2!3d11.0267432!4d76.9451958!16s%2Fg%2F1hm29kl2k!19sChIJwyYo4uhYqDsRkrobed-WHBo?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,30,25,103,257,370
ChIJG1SJ5OhYqDsRDHPorGfK0lo,The Donuts Cake Shop,Cake shop,Bakery & Desserts,"163, NSR Rd, opp. Kannan Dept Store, Saibaba Colony, Coimbatore, Tamil Nadu 641011",Saibaba Colony,Coimbatore,641011,11.026469,76.945011,4.5,455,₹200–400,http://airmenus.in/thedonuts/order,1,1,0,google.com;swiggy.com,google.com;swiggy.com,/url?q=http://thedonutscbe.com/&opi=79508299&sa=U&ved=0ahUKEwjglqD564KXAxWg7zgGHaAdOn8QqRkIJigV&usg=AOvVaw0dUcfs4duXx3cxdANZKbjk,"{""Friday"":[""9:30 am–9:30 pm""],""Monday"":[""9:30 am–9:30 pm""],""Saturday"":[""9:30 am–9:30 pm""],""Sunday"":[""9:30 am–9:30 pm""],""Thursday"":[""9:30 am–9:30 pm""],""Tuesday"":[""9:30 am–9:30 pm""],""Wednesday"":[""9:30 am–9:30 pm""]}","{""Friday"":{""10"":43,""11"":49,""12"":49,""13"":57,""14"":60,""15"":72,""16"":78,""17"":86,""18"":92,""19"":84,""20"":67,""21"":45,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":35},""Monday"":{""10"":41,""11"":50,""12"":57,""13"":53,""14"":51,""15"":59,""16"":73,""17"":89,""18"":93,""19"":79,""20"":60,""21"":43,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":30},""Saturday"":{""10"":39,""11"":52,""12"":57,""13"":64,""14"":69,""15"":83,""16"":92,""17"":92,""18"":100,""19"":91,""20"":88,""21"":56,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":25},""Sunday"":{""10"":41,""11"":59,""12"":66,""13"":68,""14"":59,""15"":63,""16"":69,""17"":88,""18"":97,""19"":100,""20"":84,""21"":62,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":30},""Thursday"":{""10"":28,""11"":39,""12"":45,""13"":46,""14"":52,""15"":64,""16"":73,""17"":85,""18"":97,""19"":94,""20"":84,""21"":53,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":20},""Tuesday"":{""10"":57,""11"":74,""12"":76,""13"":71,""14"":61,""15"":59,""16"":71,""17"":80,""18"":89,""19"":77,""20"":69,""21"":45,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":32},""Wednesday"":{""10"":23,""11"":36,""12"":42,""13"":50,""14"":55,""15"":55,""16"":70,""17"":77,""18"":90,""19"":84,""20"":70,""21"":46,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":21}}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""In-store pick-up"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":false},{""name"":""Wheelchair-accessible entrance"",""enabled"":false}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Quick visit"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true,""values"":[""Mastercard"",""VISA""]},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free parking lot"",""enabled"":true}]}]",https://www.google.com/maps/place/The+Donuts+Cake+Shop/data=!4m7!3m6!1s0x3ba858e8e489541b:0x5ad2ca67ace8730c!8m2!3d11.0264693!4d76.9450106!16s%2Fg%2F1260vxnt0!19sChIJG1SJ5OhYqDsRDHPorGfK0lo?authuser=0&hl=en&g_ep=EgoyMDI2MDkxNi4wIJJjKgBIAVAD&rclk=1,28,7,10,68,342
